Section,Name,Type,Default,Description,Model,Estimator
Parameters,eps,float,0.1,Parameter to control the quality of the embedding according to the Johnson-Lindenstrauss lemma when `n_components` is set to 'auto'. The value should be strictly positive. Smaller values lead to better embedding and higher number of dimensions (n_components) in the target projection space.,GaussianRandomProjection,<class 'sklearn.random_projection.GaussianRandomProjection'>
Parameters,compute_inverse_components,bool,False,Learn the inverse transform by computing the pseudo-inverse of the components during fit. Note that computing the pseudo-inverse does not scale well to large matrices.,GaussianRandomProjection,<class 'sklearn.random_projection.GaussianRandomProjection'>
Attributes,random_state,int,None,Controls the pseudo random number generator used to generate the projection matrix at fit time. Pass an int for reproducible output across multiple function calls. See :term:`Glossary <random_state>`.,GaussianRandomProjection,<class 'sklearn.random_projection.GaussianRandomProjection'>
Attributes,n_components_,int,,"Concrete number of components computed when n_components=""auto"".",GaussianRandomProjection,<class 'sklearn.random_projection.GaussianRandomProjection'>
Attributes,components_,ndarray of shape (n_components,,Random matrix used for the projection.,GaussianRandomProjection,<class 'sklearn.random_projection.GaussianRandomProjection'>
Attributes,inverse_components_,ndarray of shape (n_features,,"Pseudo-inverse of the components, only computed if `compute_inverse_components` is True.",GaussianRandomProjection,<class 'sklearn.random_projection.GaussianRandomProjection'>
Attributes,n_features_in_,int,,Number of features seen during :term:`fit`.,GaussianRandomProjection,<class 'sklearn.random_projection.GaussianRandomProjection'>
,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,GaussianRandomProjection,<class 'sklearn.random_projection.GaussianRandomProjection'>
Parameters,score_func,callable,f_classif,"Function taking two arrays X and y, and returning a pair of arrays (scores, pvalues). For modes 'percentile' or 'kbest' it can return a single array scores.",GenericUnivariateSelect,<class 'sklearn.feature_selection._univariate_selection.GenericUnivariateSelect'>
Parameters,mode,{'percentile','percentile',Feature selection mode. Note that the `'percentile'` and `'kbest'` modes are supporting unsupervised feature selection (when `y` is `None`).,GenericUnivariateSelect,<class 'sklearn.feature_selection._univariate_selection.GenericUnivariateSelect'>
Attributes,param,"""all""",1e-5,Parameter of the corresponding mode.,GenericUnivariateSelect,<class 'sklearn.feature_selection._univariate_selection.GenericUnivariateSelect'>
Attributes,scores_,array-like of shape (n_features,,Scores of features.,GenericUnivariateSelect,<class 'sklearn.feature_selection._univariate_selection.GenericUnivariateSelect'>
Attributes,pvalues_,array-like of shape (n_features,,"p-values of feature scores, None if `score_func` returned scores only.",GenericUnivariateSelect,<class 'sklearn.feature_selection._univariate_selection.GenericUnivariateSelect'>
Attributes,n_features_in_,int,,Number of features seen during :term:`fit`.,GenericUnivariateSelect,<class 'sklearn.feature_selection._univariate_selection.GenericUnivariateSelect'>
,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,GenericUnivariateSelect,<class 'sklearn.feature_selection._univariate_selection.GenericUnivariateSelect'>
Parameters,loss,{'log_loss','log_loss',"The loss function to be optimized. 'log_loss' refers to binomial and multinomial deviance, the same as used in logistic regression. It is a good choice for classification with probabilistic outputs. For loss 'exponential', gradient boosting recovers the AdaBoost algorithm.",GradientBoostingClassifier,<class 'sklearn.ensemble._gb.GradientBoostingClassifier'>
Parameters,learning_rate,float,0.1,"Learning rate shrinks the contribution of each tree by `learning_rate`. There is a trade-off between learning_rate and n_estimators. Values must be in the range `[0.0, inf)`.",GradientBoostingClassifier,<class 'sklearn.ensemble._gb.GradientBoostingClassifier'>
Parameters,n_estimators,int,100,"The number of boosting stages to perform. Gradient boosting is fairly robust to over-fitting so a large number usually results in better performance. Values must be in the range `[1, inf)`.",GradientBoostingClassifier,<class 'sklearn.ensemble._gb.GradientBoostingClassifier'>
Parameters,subsample,float,1.0,"The fraction of samples to be used for fitting the individual base learners. If smaller than 1.0 this results in Stochastic Gradient Boosting. `subsample` interacts with the parameter `n_estimators`. Choosing `subsample < 1.0` leads to a reduction of variance and an increase in bias. Values must be in the range `(0.0, 1.0]`.",GradientBoostingClassifier,<class 'sklearn.ensemble._gb.GradientBoostingClassifier'>
Parameters,criterion,{'friedman_mse','friedman_mse',"The function to measure the quality of a split. Supported criteria are 'friedman_mse' for the mean squared error with improvement score by Friedman, 'squared_error' for mean squared error. The default value of 'friedman_mse' is generally the best as it can provide a better approximation in some cases.",GradientBoostingClassifier,<class 'sklearn.ensemble._gb.GradientBoostingClassifier'>
Parameters,min_samples_split,int or float,2,"The minimum number of samples required to split an internal node: - If int, values must be in the range `[2, inf)`. - If float, values must be in the range `(0.0, 1.0]` and `min_samples_split` will be `ceil(min_samples_split * n_samples)`. Added float values for fractions.",GradientBoostingClassifier,<class 'sklearn.ensemble._gb.GradientBoostingClassifier'>
Parameters,min_samples_leaf,int or float,1,"The minimum number of samples required to be at a leaf node. A split point at any depth will only be considered if it leaves at least ``min_samples_leaf`` training samples in each of the left and right branches.  This may have the effect of smoothing the model, especially in regression. - If int, values must be in the range `[1, inf)`. - If float, values must be in the range `(0.0, 1.0)` and `min_samples_leaf` will be `ceil(min_samples_leaf * n_samples)`. Added float values for fractions.",GradientBoostingClassifier,<class 'sklearn.ensemble._gb.GradientBoostingClassifier'>
Parameters,min_weight_fraction_leaf,float,0.0,"The minimum weighted fraction of the sum total of weights (of all the input samples) required to be at a leaf node. Samples have equal weight when sample_weight is not provided. Values must be in the range `[0.0, 0.5]`.",GradientBoostingClassifier,<class 'sklearn.ensemble._gb.GradientBoostingClassifier'>
Parameters,max_depth,int or None,3,"Maximum depth of the individual regression estimators. The maximum depth limits the number of nodes in the tree. Tune this parameter for best performance; the best value depends on the interaction of the input variables. If None, then nodes are expanded until all leaves are pure or until all leaves contain less than min_samples_split samples. If int, values must be in the range `[1, inf)`.",GradientBoostingClassifier,<class 'sklearn.ensemble._gb.GradientBoostingClassifier'>
Parameters,min_impurity_decrease,float,0.0,"A node will be split if this split induces a decrease of the impurity greater than or equal to this value. Values must be in the range `[0.0, inf)`. The weighted impurity decrease equation is the following:: N_t / N * (impurity - N_t_R / N_t * right_impurity - N_t_L / N_t * left_impurity) where ``N`` is the total number of samples, ``N_t`` is the number of samples at the current node, ``N_t_L`` is the number of samples in the left child, and ``N_t_R`` is the number of samples in the right child. ``N``, ``N_t``, ``N_t_R`` and ``N_t_L`` all refer to the weighted sum, if ``sample_weight`` is passed.",GradientBoostingClassifier,<class 'sklearn.ensemble._gb.GradientBoostingClassifier'>
Parameters,init,estimator or 'zero',None,"An estimator object that is used to compute the initial predictions. ``init`` has to provide :term:`fit` and :term:`predict_proba`. If 'zero', the initial raw predictions are set to zero. By default, a ``DummyEstimator`` predicting the classes priors is used.",GradientBoostingClassifier,<class 'sklearn.ensemble._gb.GradientBoostingClassifier'>
Parameters,random_state,int,None,"Controls the random seed given to each Tree estimator at each boosting iteration. In addition, it controls the random permutation of the features at each split (see Notes for more details). It also controls the random splitting of the training data to obtain a validation set if `n_iter_no_change` is not None. Pass an int for reproducible output across multiple function calls. See :term:`Glossary <random_state>`.",GradientBoostingClassifier,<class 'sklearn.ensemble._gb.GradientBoostingClassifier'>
Parameters,max_features,{'sqrt',None,"The number of features to consider when looking for the best split: - If int, values must be in the range `[1, inf)`. - If float, values must be in the range `(0.0, 1.0]` and the features considered at each split will be `max(1, int(max_features * n_features_in_))`. - If 'sqrt', then `max_features=sqrt(n_features)`. - If 'log2', then `max_features=log2(n_features)`. - If None, then `max_features=n_features`. Choosing `max_features < n_features` leads to a reduction of variance and an increase in bias. Note: the search for a split does not stop until at least one valid partition of the node samples is found, even if it requires to effectively inspect more than ``max_features`` features.",GradientBoostingClassifier,<class 'sklearn.ensemble._gb.GradientBoostingClassifier'>
